invoice_nr;item_id;catalog_nr;etd;eta;status;origin;month;year;brand;qty;total_cost
26FAV01709;PF230034001801;PW28610042CS;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;368;1446,24
26FAV01709;PF230035001801;PW30500020CS2RS;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;40;118,8
26FAV01709;PF230037001801;PW30600337CS;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;220;701,8
26FAV01711;PF230037001801;PW30600337CS;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;40;127,6
26FAV01711;PF230052001801;PW35650035CS;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;40;150
26FAV01711;PF230071001801;PW37720033CSM;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;40;201,2
26FAV01711;PF230073001801;PW37720437CSM96V2;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;76;392,16
26FAV01711;PF230074001801;PW37740045CS;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;40;232,4
26FAV01711;PF230077001801;PW38700037CSR1;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;40;158,4
26FAV01711;PF230084001801;PW38720236/33CS2RS;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;20;75,8
26FAV01711;PF230093001801;PW39680737CS;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;60;249,6
26FAV01711;PF230094001801;PW39720037CS;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;152;642,96
26FAV01711;PF230095001801;PW39720437CS;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;20;83,8
26FAV01711;PF230098001801;PW39740039CSM;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;10;67,1
26FAV01711;PF230104001801;PW40740040CS;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;10;46
26FAV01711;PF230107001801;PW40750039CSM;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;31;176,08
26FAV01711;PF230119001801;PW42750037CS;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;10;45,1
26FAV01711;PF230134001801;PW42840339CS;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;10;45,5
26FAV01711;PF230148001801;PW45830044CSM;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;10;73,5
26FAV01711;PF230158001801;PW45860044CSM;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;80;588
26FAV01711;PF230172001801;PW51960050CSM;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;52;449,28
26FAV01711;PF230174001801;PW52960050CSM;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;8;60,08
26FAV01711;PF230176001801;PW35640035CSM;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;30;146,4
26FAV01711;PF230185001801;PW40720037CSMR1;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;10;74,1
26FAV01711;PF240020001801;PHU2042;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;4;40,8
26FAV01711;PF240038001801;PHU2174;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;2;26,68
26FAV01711;PF240096001801;PHU3193;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;9;117,63
26FAV01711;PF240110001801;PHU590469;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;10;133,3
26FAV01711;PF240121001801;PHU8022;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;32;337,6
26FAV01711;PF240122001801;PHU8071;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;8;78,64
26FAV01711;PF240180001801;PHU8060;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;8;60,72
26FAV01711;PF250031001801;PHU2212;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;3;203,01
26FAV01711;PF250181001801;PHU58010;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;10;167,2
26FAV01711;PF250190001801;PHU590178R;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;10;235,9
26FAV01711;PF250198001801;PHU590419;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;6;145,68
26FAV01711;PF250208001801;PHU594505;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;34;638,86
26FAV01711;PF250223001801;PHU8042;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;2;48,54
26FAV01711;PF250230001801;PHU15282;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;13;237,77
26FAV01711;PF250234001801;PHU2518;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;128;2767,36
26FAV01711;PF250265001801;PHU8066;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;8;272,32
26FAV01711;PF250272001801;PHU590604;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;21;390,81
26FAV01711;PF270001001801;PFI 330.021 GY193;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;10;82,2
26FAV01711;PF270007001801;PCR2191;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;20;59,4
26FAV01711;PF270015001801;PCR3654;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;20;101,4
26FAV01711;PF270026001801;PCR614018;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;60;226,2
26FAV01711;PF270038001801;PCRCT1310ARSED;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;810;3231,9
26FAV01711;PF300002001801;PFI NU202E C3;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;760;1390,8
26FAV01711;PF400002001801;PFI NB-151;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;75;11,25
26FAV01711;PF410001001801;PFI F12470;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;1930;1312,4
26FAV01711;PF410003001801;PFI NB-109R;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;50;18
26FAV01711;PF410005001801;PFI NB-104R;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;25;5,5
26FAV01711;PF410006001801;PFI NB-106R;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;75;11,25
26FAV01711;PF410016001801;PFI F212285.2;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;25;15,5
26FAV01711;PF610010001801;PWF5029;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;11;54,45
26FAV01711;PF610012001801;PWF5019;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;11;74,36
26FAV01711;PF610017001801;PWF5007;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;18;127,8
26FAV01711;PF610026001801;PHU430421HA0A;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;6;29,22
26FAV01711;PF610028001801;PHU90498610;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;6;30,24
26FAV01711;PF640004001801;RAE35NPP-3L;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;20;61,2
26FAV01711;PF640007001801;PFI 203KRR2 C3;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;2800;2548
26FAV01711;PF640008001801;PFI 203KRR5 C3;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;552;612,72
26FAV01711;PF640009001801;PFI 204KRR2 C3;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;100;102
26FAV01711;PF640013001801;PFI 206KRRB6-3L;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;20;56,2
26FAV01711;PF640024001801;PFI G1108KRRB-3L;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;8;35,36
26FAV01711;PF640025001801;PFI G210KPPB2;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;10;51,5
26FAV01711;PF640026001801;PFI GE25KRRB-3L;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;252;589,68
26FAV01711;PF640027001801;PFI GE30KRRB-3L;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;144;332,64
26FAV01711;PF640028001801;PFI GE40KRRB-3L;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;138;638,94
26FAV01711;PF640029001801;PFI GE45KRRB-3L;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;340;2002,6
26FAV01711;PF640032001801;PFI GNE50KRRB-3L;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;28;269,92
26FAV01711;PF640034001801;PFI GRA012NPPB-3L;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;40;57,2
26FAV01711;PF640036001801;PFI GRA100NPPB-3L;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;460;795,8
26FAV01711;PF640037001801;PFI GRA102NPPB-3L;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;40;89,2
26FAV01711;PF640039001801;PFI GRA104NPPB-3L;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;40;133,2
26FAV01711;PF640040001801;PFI GRA104-206-NPPB-3L;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;280;624,4
26FAV01711;PF640043001801;PFI GRAE20NPPB-3L;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;40;72,8
26FAV01711;PF640044001801;PFI GRAE25NPPB-3L;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;340;649,4
26FAV01711;PF640045001801;PFI GRAE30NPPB-3L;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;380;820,8
26FAV01711;PF640047001801;PFI GRAE40NPPB-3L;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;250;890
26FAV01711;PF640049001801;PFI GRAE50NPPB-3L;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;30;169,2
26FAV01711;PF640058001801;PFI RA100RRB;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;200;360
26FAV01711;PF640064001801;RAE25NPPB-3L;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;100;203
26FAV01711;PF640068001801;RAE40NPPB-3L;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;110;434,5
26FAV01711;PF640071001801;PFI UC204-3L;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;227;265,59
26FAV01711;PF640072001801;PFI UC205-3L;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;468;636,48
26FAV01711;PF640073001801;PFI UC205-16-3L;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;180;255,6
26FAV01724;PF100005001801;PFI 30206;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;740;1006,4
26FAV01724;PF100009001801;PFI 30210;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;120;280,8
26FAV01724;PF100010001801;PFI 30211;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;182;515,06
26FAV01724;PF100011001801;PFI 30212;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;408;1415,76
26FAV01724;PF100012001801;PFI 30213;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;108;501,12
26FAV01724;PF100014001801;PFI 30215;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;130;768,3
26FAV01724;PF100015001801;PFI 30216;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;24;171,84
26FAV01724;PF100017001801;PFI 30218;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;48;368,16
26FAV01724;PF100027001801;PFI 30308;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;210;585,9
26FAV01724;PF100030001801;PFI 30310;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;110;479,6
26FAV01724;PF100032001801;PFI 30313;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;12;104,64
26FAV01724;PF100033001801;PFI 30314;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;24;201,6
26FAV01724;PF100038001801;PFI 32205;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;240;348
26FAV01724;PF100039001801;PFI 32206;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;220;336,6
26FAV01724;PF100042001801;PFI 32209;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;320;889,6
26FAV01724;PF100043001801;PFI 32210;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;248;808,48
26FAV01724;PF100044001801;PFI 32211;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;160;512
26FAV01724;PF100045001801;PFI 32212;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;100;487
26FAV01724;PF100047001801;PFI 32214;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;24;127,92
26FAV01724;PF100048001801;PFI 32215;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;212;1257,16
26FAV01724;PF100049001801;PFI 32216;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;848;6572
26FAV01724;PF100051001801;PFI 32218;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;813;9113,73
26FAV01724;PF100053001801;PFI 32220;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;60;1102,8
26FAV01724;PF100059001801;PFI 32308;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;30;113,7
26FAV01724;PF100060001801;PFI 32309;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;30;159
26FAV01724;PF100061001801;PFI 32310;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;50;282,5
26FAV01724;PF100063001801;PFI 32312;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;12;119,16
26FAV01724;PF100073001801;PFI 33019;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;40;336
26FAV01724;PF100074001801;PFI 33020;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;55;601,7
26FAV01724;PF100075001801;PFI 33021;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;592;5541,12
26FAV01724;PF100082001801;PFI 33113;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;78;365,04
26FAV01724;PF100083001801;PFI 33114;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;87;542,88
26FAV01724;PF100084001801;PFI 33115;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;66;469,26
26FAV01724;PF100085001801;PFI 33116;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;204;1515,72
26FAV01724;PF100094001801;PFI 33211;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;126;660,24
26FAV01724;PF100097001801;PFI 33215;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;18;138,24
26FAV01724;PF100098001801;PFI 33216;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;54;551,34
26FAV01724;PF100099001801;PFI 33220;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;18;535,86
26FAV01724;PF100122001801;PFI 17887/31;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;160;496
26FAV01724;PF640073001801;PFI UC205-16-3L;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;140;198,8
26FAV01724;PF640074001801;PFI UC206-3L;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;228;417,24
26FAV01724;PF640075001801;PFI UC207-3L;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;274;778,16
26FAV01724;PF640077001801;PFI UC208-3L;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;159;546,96
26FAV01724;PF640078001801;PFI UC208-24-3L;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;110;459,8
26FAV01724;PF640079001801;PFI UC209-3L;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;182;669,76
26FAV01724;PF640080001801;PFI UC209-28-3L;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;30;113,4
26FAV01724;PF640081001801;PFI UC210-3L;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;196;762,44
26FAV01724;PF640082001801;PFI UC211-3L;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;88;714,56
26FAV01724;PF640083001801;PFI UC212-3L;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;168;1170,96
26FAV01724;PF640084001801;PFI UC213-3L;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;6;52,68
26FAV01724;PF640097001801;PFI GE35KRRB-3L;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;324;1030,32
26FAV01724;PF640100001801;PFI GRA112NPPB-3L;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;60;279
26FAV01724;PF650038001801;PFI UCP210-3L;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;6;66,54
26FAV01724;PF670001001801;PF110390;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;3356;8121,52
26FAV01724;PF900022001801;PHU3253K;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;6;114,06
26FAV01724;PF900025001801;PHU56655K;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;9;266,13
26FAV01724;PF900026001801;PHU56781K;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;16;326,56
26FAV01724;PF900038001801;PW37680034CSK;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;96;550,08
26FAV01724;PF900039001801;PHU2227K;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;20;350,8
26FAV01724;PF900041001801;PHU59001K;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;12;123,72
26FAV01724;PF900042001801;PHU53570K;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;6;66
26FAV01724;PF900050001801;PW50890051CSHDK;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;10;132,2
26FAV01724;PF900062001801;PW38690039/34CSMK;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;9;57,69
26FAV01724;PF900071001801;PHU51440K;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;20;175,2
26FAV01724;PF900079001801;PHU53583K;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;1;11,87
26FAV01724;PF900095001801;PHU3309K;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;27;582,12
26FAV01724;PF900107001801;PHU56556K;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;9;149,67
26FAV01724;PF900113001801;PHU57011K;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;24;504,96
26FAV01724;PF900121001801;PWK4529;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;496;1383,84
26FAV01724;PF900125001801;PHU53506K;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;3;51,63
26FAV01724;PF900127001801;PHU56737K;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;9;133,65
26FAV01724;PF900133001801;PHU53540K;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;6;64,5
26FAV01724;PF900161001801;PW45840041CSMK2;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;8;76,24
26FAV01724;PF900165001801;PHU14154K;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;6;219,54
26FAV01724;PF900177001801;PHU56654K;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;14;238
26FAV01724;PF900180001801;PHU56579K;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;30;606,6
26FAV01724;PF900188001801;PHU3256K;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;9;187,11
26FAV01724;PF900189001801;PHU57131K;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;24;466,8
26FAV01724;PF900194001801;PMR111877;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;60;190,2
26FAV01724;PF900198001801;PW35660033CSMK;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;73;418,29
26FAV01724;PF900228001801;PHU60030K;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;10;234,9
26FAV01724;PF900272001801;PW40750039CSMK;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;10;62,5
26FAV01724;PF900450001801;PWK4533;17/06/2026;28/07/2026;Transit;China;Jul;2026;PFI;180;705,6
26FAV01966;10010059001001;AAS 395 A/394 A;25/06/2026;28/07/2026;Transit;Spain;Jul;2026;FERSA;26;128,18
26FAV01966;10010087001001;AAS 497/492 A;25/06/2026;28/07/2026;Transit;Spain;Jul;2026;FERSA;11;130,35
26FAV01966;10010096001001;AAS 529/520 X1;25/06/2026;28/07/2026;Transit;Spain;Jul;2026;FERSA;30;245,1
26FAV01966;10010155001001;AAS 2580/2520;25/06/2026;28/07/2026;Transit;Spain;Jul;2026;FERSA;6;36,66
26FAV01966;10010164001001;AAS 2789/2729;25/06/2026;28/07/2026;Transit;Spain;Jul;2026;FERSA;20;89
26FAV01966;10010206001001;AAS JF 4549/JF 4510;25/06/2026;28/07/2026;Transit;Spain;Jul;2026;FERSA;7;74,2
26FAV01966;10010250001001;AAS JF 10049/10;25/06/2026;28/07/2026;Transit;Spain;Jul;2026;FERSA;2;42,52
26FAV01966;10010315001001;AAS F 15046;25/06/2026;28/07/2026;Transit;Spain;Jul;2026;FERSA;2;33,9
26FAV01966;10010316001001;AAS F 15047;25/06/2026;28/07/2026;Transit;Spain;Jul;2026;FERSA;5;44,75
26FAV01966;10010320001003;AAS F 15051 C;25/06/2026;28/07/2026;Transit;Spain;Jul;2026;FERSA;21;440,37
26FAV01966;10010337001001;AAS F 15071;25/06/2026;28/07/2026;Transit;Spain;Jul;2026;FERSA;2;66,42
26FAV01966;10010338001001;AAS F 15075;25/06/2026;28/07/2026;Transit;Spain;Jul;2026;FERSA;4;59,36
26FAV01966;10010339001001;AAS F 15076;25/06/2026;28/07/2026;Transit;Spain;Jul;2026;FERSA;11;197,34
26FAV01966;10010343001001;AAS F 15083;25/06/2026;28/07/2026;Transit;Spain;Jul;2026;FERSA;7;134,54
26FAV01966;10010358001001;AAS F 15104;25/06/2026;28/07/2026;Transit;Spain;Jul;2026;FERSA;2;34,18
26FAV01966;10010367001001;AAS F 15117;25/06/2026;28/07/2026;Transit;Spain;Jul;2026;FERSA;314;2351,86
26FAV01966;10010446001001;AAS 28580/28521;25/06/2026;28/07/2026;Transit;Spain;Jul;2026;FERSA;97;587,82
26FAV01966;10010452001001;AAS 28985/28921;25/06/2026;28/07/2026;Transit;Spain;Jul;2026;FERSA;4;16,08
26FAV01966;10010522001001;AAS 31315 F;25/06/2026;28/07/2026;Transit;Spain;Jul;2026;FERSA;14;326,06
26FAV01966;10010525001001;AAS 31594/31520;25/06/2026;28/07/2026;Transit;Spain;Jul;2026;FERSA;196;813,4
26FAV01966;10010550001001;AAS 32017 XF;25/06/2026;28/07/2026;Transit;Spain;Jul;2026;FERSA;40;481,6
26FAV01966;10010556001001;AAS 32024 XF;25/06/2026;28/07/2026;Transit;Spain;Jul;2026;FERSA;38;608
26FAV01966;10010581001001;AAS 32222 F;25/06/2026;28/07/2026;Transit;Spain;Jul;2026;FERSA;12;540,48
26FAV01966;10010634001001;AAS 33113 B;25/06/2026;28/07/2026;Transit;Spain;Jul;2026;FERSA;50;555,5
26FAV01966;10010677001001;AAS 34306/34478;25/06/2026;28/07/2026;Transit;Spain;Jul;2026;FERSA;30;212,4
26FAV01966;10010684001001;AAS 39580/39520;25/06/2026;28/07/2026;Transit;Spain;Jul;2026;FERSA;18;154,62
26FAV01966;10010693001001;AAS 42381/42584;25/06/2026;28/07/2026;Transit;Spain;Jul;2026;FERSA;100;1892
26FAV01966;10010694001001;AAS 42688/42620;25/06/2026;28/07/2026;Transit;Spain;Jul;2026;FERSA;20;222,6
26FAV01966;10010702001001;AAS 45284/45220;25/06/2026;28/07/2026;Transit;Spain;Jul;2026;FERSA;2;15,12
26FAV01966;10010728001001;AAS 65237/65500;25/06/2026;28/07/2026;Transit;Spain;Jul;2026;FERSA;16;306,08
26FAV01966;10010813001001;AAS HM 516449 C/10;25/06/2026;28/07/2026;Transit;Spain;Jul;2026;FERSA;1;13,76
26FAV01966;10010814001001;AAS JHM 516849/10;25/06/2026;28/07/2026;Transit;Spain;Jul;2026;FERSA;1;11,98
26FAV01966;10010815001001;AAS HM 518445/10;25/06/2026;28/07/2026;Transit;Spain;Jul;2026;FERSA;12;209,4
26FAV01966;10010817001001;AAS JHM 522649/10;25/06/2026;28/07/2026;Transit;Spain;Jul;2026;FERSA;13;296,66
26FAV01966;10010827001001;AAS JM 714249/10;25/06/2026;28/07/2026;Transit;Spain;Jul;2026;FERSA;1;9,88
26FAV01966;10010833001003;AAS H 715343/11;25/06/2026;28/07/2026;Transit;Spain;Jul;2026;FERSA;7;166,32
26FAV01966;10010866001001;AAS HM 813843/10;25/06/2026;28/07/2026;Transit;Spain;Jul;2026;FERSA;7;101,01
26FAV01966;10010880001001;AAS HM 911244/16;25/06/2026;28/07/2026;Transit;Spain;Jul;2026;FERSA;2;29,9
26FAV01966;10010881001001;AAS HM 911245/10;25/06/2026;28/07/2026;Transit;Spain;Jul;2026;FERSA;8;124,24
26FAV01966;10011594001001;AAS 28580/28527 RB;25/06/2026;28/07/2026;Transit;Spain;Jul;2026;FERSA;189;1400,49
26FAV01966;10011702001001;AAS F 15159;25/06/2026;28/07/2026;Transit;Spain;Jul;2026;FERSA;5;141,45
26FAV01966;10011756001001;AAS F 15161;25/06/2026;28/07/2026;Transit;Spain;Jul;2026;FERSA;4;38,52
26FAV01966;10011803001001;AAS 34300/34478 B;25/06/2026;28/07/2026;Transit;Spain;Jul;2026;FERSA;1;10,23
26FAV01966;10011919001003;AAS F 15208;25/06/2026;28/07/2026;Transit;Spain;Jul;2026;FERSA;55;1295,25
26FAV01966;10012204001001;AAS F 15246;25/06/2026;28/07/2026;Transit;Spain;Jul;2026;FERSA;1;16,4
26FAV01966;10012209001001;AAS JLM 704649/10;25/06/2026;28/07/2026;Transit;Spain;Jul;2026;FERSA;32;193,6
26FAV01966;10012326001001;AAS F 15270;25/06/2026;28/07/2026;Transit;Spain;Jul;2026;FERSA;1;14,48
26FAV01966;10012338001001;AAS F 15273;25/06/2026;28/07/2026;Transit;Spain;Jul;2026;FERSA;8;121,68
26FAV01966;10012407001001;AAS F 15278;25/06/2026;28/07/2026;Transit;Spain;Jul;2026;FERSA;6;34,62
26FAV01966;10012408001001;AAS F 15280;25/06/2026;28/07/2026;Transit;Spain;Jul;2026;FERSA;55;563,75
26FAV01966;10012655001001;AAS JF 5049/JF 5010;25/06/2026;28/07/2026;Transit;Spain;Jul;2026;FERSA;1;11,2
26FAV01966;10012844001001;AAS F 15346;25/06/2026;28/07/2026;Transit;Spain;Jul;2026;FERSA;18;172,26
26FAV01966;10015663001113;AAS NKE_32015-X;25/06/2026;28/07/2026;Transit;Spain;Jul;2026;NKE;12;101,64
26FAV01966;10016417001023;AAS F 15371;25/06/2026;28/07/2026;Transit;Spain;Jul;2026;FERSA;70;8848,7
26FAV01966;10110393001001;CEM 31594;25/06/2026;28/07/2026;Transit;Spain;Jul;2026;FERSA;21;110,67
26FAV01966;10111103001001;CEM F 15150 A;25/06/2026;28/07/2026;Transit;Spain;Jul;2026;FERSA;1367;7040,05
